solute,Year,Month,WaterYear,WaterYearMonth,NE_BBWM_WB,SE_CWT_CWT07,NE_HBEF_WS1,WC_HJA_HJA06,WC_HJA_HJA07,WC_HJA_HJA10,PR_LEF_MPR,PR_LEF_QS,PR_LEF_RI,GL_MEF_S4,GL_MEF_S6,SE_SEF_WS77,GL_TLW_C31,GL_TLW_C33,GL_TLW_C34
NO3N,2000,12,2001,2001.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,6,2001,2000.6666666666667,NA,NA,0.002895038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,7,2001,2000.75,NA,NA,0.066502575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,8,2001,2000.8333333333333,NA,NA,0.002706333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,9,2001,2000.9166666666667,NA,NA,0.001961391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,10,2001,2001,NA,NA,0.006434368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,11,2001,2001.0833333333333,NA,NA,0.008565203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,12,2001,2001.1666666666667,NA,NA,0.049808864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,0.039435096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,0.023864514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,0.0168971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,0.169933704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,0.005479326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,10,2001,2001,NA,NA,NA,NA,NA,5.5132e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,11,2001,2001.0833333333333,NA,NA,NA,NA,NA,2.19e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,12,2001,2001.1666666666667,NA,NA,NA,NA,NA,4.63783e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,NA,NA,NA,6.68e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,NA,NA,NA,5.86e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,NA,NA,NA,1.06429e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,NA,NA,NA,1.0193e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,2.65152e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,4.59547e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,1.42857e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,NA,NA,NA,NA,2.84e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,NA,NA,NA,NA,1.83e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,NA,NA,NA,NA,1.51e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,NA,NA,NA,NA,7.68e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,NA,NA,NA,NA,8.65e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,NA,2.78e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,NA,1.1e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,NA,2.11e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,NA,8.73e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,10,2001,2002,NA,NA,NA,NA,NA,NA,6.2e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2001,2002.0833333333333,NA,NA,NA,NA,NA,NA,3.89e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,12,2001,2002.1666666666667,NA,NA,NA,NA,NA,NA,9.64e-10,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,10,2001,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2001,2002.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,12,2001,2002.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,11,2001,2001.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97e-5,9.34e-5,NA,NA,NA,NA
NO3N,2000,12,2001,2001.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65321e-4,7.86686e-4,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99351e-4,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002747253,3.31588e-4,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00150226,0.012820512,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54341e-4,7.66741e-4,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86334e-4,4.56102e-4,NA,NA,NA,NA
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3432e-4,4.17833e-4,NA,NA,NA,NA
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57423e-4,3.3993e-4,NA,NA,NA,NA
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49928e-4,NA,NA,NA,NA,NA
NO3N,2001,10,2001,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001432078,0.001711528,NA,NA,NA,NA
NO3N,2000,10,2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,11,2001,2001.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2000,12,2001,2001.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,1,2001,2001.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,2,2001,2001.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,3,2001,2001.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,4,2001,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,5,2001,2001.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2001,2001.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006900786,4.97566e-4,0.001682753
NO3N,2001,7,2001,2001.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016864423,0.001084369,0.004930621
NO3N,2001,8,2001,2001.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087359454,0.056922839,0.010442331
NO3N,2001,9,2001,2001.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003818691,8.60643e-4,0.004463866
NO3N,2001,10,2001,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008664305,7.81436e-4,0.002623814
NO3N,2001,11,2001,2002.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024418927,8.24705e-4,0.001840811
NO3N,2001,12,2001,2002.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100207506,0.003213755,0.001921762
NO3N,2002,1,2001,2002.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158506626,0.002155813,0.012841045
NO3N,2002,2,2001,2002.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062822885,0.004090306,0.003530971
NO3N,2002,3,2001,2002.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028783193,7.96805e-4,0.00387575
NO3N,2002,4,2001,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005456226,4.85735e-4,3.10773e-4
NO3N,2002,5,2001,2002.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004584525,0.001043908,0.017173933
NO3N,2001,10,2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2002,2002.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,12,2002,2002.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,6,2002,2001.6666666666667,NA,NA,0.044902163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,7,2002,2001.75,NA,NA,0.02471452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,8,2002,2001.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,9,2002,2001.9166666666667,NA,NA,0.095404228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,10,2002,2002,NA,NA,1.88607e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2002,2002.0833333333333,NA,NA,0.001147445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,12,2002,2002.1666666666667,NA,NA,0.00633145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,0.002814796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,0.018508394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,0.025725969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,0.043918346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,0.005505528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,10,2002,2002,NA,NA,NA,NA,NA,7.96e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2002,2002.0833333333333,NA,NA,NA,NA,NA,5.64e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,12,2002,2002.1666666666667,NA,NA,NA,NA,NA,3.69e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,NA,NA,NA,1.73e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,NA,NA,4.09e-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,NA,NA,0,1.32303e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,NA,NA,5.9e-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,2.06e-5,1.07239e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,0,5.68e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,3.98e-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,NA,NA,NA,NA,7.49e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,NA,NA,NA,NA,2.37e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,NA,NA,NA,NA,3.08e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,NA,NA,NA,NA,3.12e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,NA,NA,NA,NA,2.24e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,NA,NA,5.62e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,NA,NA,2.31e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,NA,NA,1.33e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,5.96e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,10,2002,2003,NA,NA,NA,NA,NA,NA,5.28e-9,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,11,2002,2003.0833333333333,NA,NA,NA,NA,NA,NA,1.03e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,12,2002,2003.1666666666667,NA,NA,NA,NA,NA,NA,1.6e-8,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,10,2002,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,11,2002,2003.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,12,2002,2003.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2002,2002.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12798e-4,9.3195e-4,NA,NA,NA,NA
NO3N,2001,12,2002,2002.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35663e-4,5.03585e-4,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12821e-4,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07737e-4,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001177236,0.001021865,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94529e-4,8.06371e-4,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016158592,0.00836513,NA,NA,NA,NA
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06074529,0.086392641,NA,NA,NA,NA
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45579e-4,1.37343e-4,NA,NA,NA,NA
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58969e-4,6.29717e-4,NA,NA,NA,NA
NO3N,2002,10,2002,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92748e-4,3.25511e-4,NA,NA,NA,NA
NO3N,2001,10,2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,11,2002,2002.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2001,12,2002,2002.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,1,2002,2002.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,2,2002,2002.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,3,2002,2002.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,4,2002,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,5,2002,2002.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,6,2002,2002.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011775667,0.001041561,0.004640637
NO3N,2002,7,2002,2002.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.452738561,0.032211913,0.018464668
NO3N,2002,8,2002,2002.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033080767
NO3N,2002,9,2002,2002.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005873129,NA,0.021370326
NO3N,2002,10,2002,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17942e-4,1.47025e-4,8.42013e-4
NO3N,2002,11,2002,2003.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111144,1.00953e-4,7.49399e-4
NO3N,2002,12,2002,2003.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95793e-4,1.29763e-4,6.45936e-4
NO3N,2003,1,2002,2003.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01060783,0.001427081,0.002313455
NO3N,2003,2,2002,2003.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022281395,0.002280957,0.006367347
NO3N,2003,3,2002,2003.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004819404,6.23502e-4,0.00233077
NO3N,2003,4,2002,2003.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001700198,2.80823e-4,4.11111e-4
NO3N,2003,5,2002,2003.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76568e-4,4.62029e-4,0.004251185
NO3N,2002,10,2003,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,11,2003,2003.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2002,12,2003,2003.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,1,2003,2003.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,2,2003,2003.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,3,2003,2003.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,4,2003,2003.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,5,2003,2003.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,6,2003,2003.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO3N,2003,7,2003,2003.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
