Year,Month ,Water Year,"Water Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrTOCTCICmgL,StrNH4NmgL,StrNO3NO2NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,
1983,6,1983,19836,15.98333333,85.8,4.6014,0.9,N/A,0.0125,0.005,0.1,N/A,0.017428012,0.017563615,0.034991627,0.029266833,16.61499977,97.23999786,0.030375538,N/A,0.000337397,0.000210914,0.000843222,N/A,
1983,7,1983,19837,20.80645161,90.1,5.6885,5.4,N/A,0.035,0.0125,0.215,N/A,0.003161524,0.004551805,0.007713328,0.027384861,21.29500008,89.65000153,0.027624154,N/A,0.004710029,0.000853213,0.019607454,N/A,
1983,8,1983,19838,20.82258065,119.7,1.4319,4.75,N/A,0.018333333,0.011666667,0.22,N/A,0.056204867,0.044068386,0.100273253,0.060555224,20.89999962,140.1900024,0.300621552,N/A,0.001986871,0.000766115,0.014376004,N/A,
1983,9,1983,19839,12.91666667,77.1,1.9507,4.7,N/A,0.01,0.005,0.03,N/A,0.031869683,0.020341351,0.052211034,0.044305936,13.38000011,85.43000031,0.09348439,N/A,0.000198903,9.95E-05,0.000596709,N/A,
1983,10,1983,198310,5.451612903,88.1,20.6293,3.5,N/A,0.025,0.008333333,0.073333333,N/A,0.018660918,0.016418107,0.035079025,0.025805976,6.239999771,71.26999664,0.539064825,N/A,0.005216488,0.001418831,0.012075446,N/A,
1983,11,1984,198411,-2.85,65.3,5.6111,3,N/A,0.0175,0.02,0.075,N/A,0.006598543,0.01420608,0.020804623,0.018976969,-1.950000048,60.09000015,0.1881595,N/A,0.000993019,0.001707343,0.0066029,N/A,
1983,12,1984,198412,-19.67741935,36.4,0.4268,3.2,N/A,0.34,0.01,0.04,N/A,N/A,N/A,N/A,N/A,-18.90500069,27.65999985,0.235447761,N/A,0.025016325,0.000735774,0.002943097,N/A,
1984,1,1984,19841,-15.27419355,17.3,0.003,N/A,N/A,N/A,N/A,N/A,N/A,0.001410169,0.004662114,0.006072283,0.00330167,-15.23999977,12.96000004,N/A,N/A,N/A,N/A,N/A,N/A,
1984,2,1984,19842,-5.086206897,21.4,0.2717,23,N/A,0.13,0.005,0.2,N/A,0.008502104,0.010220176,0.01872228,0.013855274,-5.090000153,16.02000046,1.642252484,N/A,0.009282297,0.000357011,0.014280456,N/A,
1984,3,1984,19843,-6.806451613,12.8,2.7192,5.8,N/A,0.06,0.03,0.13,N/A,0.003628966,0.006572863,0.010201829,0.007149385,-6.690000057,12.02000046,0.082759635,N/A,0.000856134,0.000428067,0.001854957,N/A,
1984,4,1984,19844,6.1,44.7,46.4036,3.45,N/A,0.0225,0.005,0.06,N/A,0.000327365,9.52E-05,0.000422606,0.015316602,6.260000229,29.56999969,0.452065572,N/A,0.001879671,0.000634929,0.00761915,N/A,
1984,5,1984,19845,10.19354839,108.2,41.0546,3.733333333,N/A,0.021666667,0.026666667,0.1,N/A,0.047301586,0.022600763,0.069902348,0.044333886,10.16499996,60.93000031,0.184577124,N/A,0.001526358,0.001249665,0.00359414,N/A,
1984,6,1984,19846,16.85,160.6,35.7345,3.5,N/A,0.06,0.0075,0.15,N/A,0.050095538,0.041646807,0.091742345,0.060944292,17.04000092,168.3000031,0.269106326,N/A,0.004221579,0.000468609,0.010790301,N/A,
1984,7,1984,19847,18.88709677,89.1,3.3781,4,N/A,0.213333333,0.026666667,0.303333333,N/A,0.028578106,0.02174123,0.050319337,0.034565943,19.19499969,48.59999847,0.356543619,N/A,0.017295817,0.001982475,0.02484888,N/A,
1984,8,1984,19848,19.93548387,51.8,0.9697,N/A,N/A,N/A,N/A,N/A,N/A,0.017163061,0.013254152,0.030417213,0.033474639,20.34499931,48.93999863,N/A,N/A,N/A,N/A,N/A,N/A,
1984,9,1984,19849,9.8,62.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.008531308,0.00841996,0.016951267,0.015751901,10.35000038,57.70000076,N/A,N/A,N/A,N/A,N/A,N/A,
1984,10,1984,198410,7.306451613,157.5,27.551,2.95,N/A,0.09,0.045,N/A,N/A,0.029801694,0.025078312,0.054880007,0.062330076,7.864999771,123.0999985,0.24996697,N/A,0.005489928,0.001973322,N/A,N/A,
1984,11,1985,198511,-3.25,17.7,4.3588,4.55,N/A,0.05,0.005,N/A,N/A,0.013985216,0.016789601,0.030774817,0.02536005,-2.890000105,17.37999916,0.238272353,N/A,0.002249648,0.000294149,N/A,N/A,
1984,12,1985,198512,-13.27419355,44.3,0.1794,5,N/A,0.065,0.0225,N/A,N/A,0.006141351,0.014293821,0.020435172,0.023139419,-12.72500038,30.47999954,0.436363636,N/A,0.004318182,0.00125,N/A,N/A,
1985,1,1985,19851,-16.01612903,13,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000664203,0.001917527,0.002581729,0.006175182,-15.57499981,10.22999954,N/A,N/A,N/A,N/A,N/A,N/A,
1985,2,1985,19852,-12.875,17.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001189415,0.011511639,0.012701054,0.006007459,-13.27999973,11.40999985,N/A,N/A,N/A,N/A,N/A,N/A,
1985,3,1985,19853,-0.951612903,52.1,21.3279,1.2,N/A,0.265,0.0675,0.165,0.4662,0.002494308,0.004087281,0.006581589,0.012407132,-1.080000043,30.39999962,0.090941912,N/A,0.02334543,0.000703187,0.029672354,0.064538725,
1985,4,1985,19854,6.416666667,114.9,93.176,1.266666667,N/A,0.153333333,0.013333333,0.45,0.5439,0.041189493,0.017406385,0.058595878,0.02942819,6.449999809,76.23000336,0.181620911,N/A,0.011833637,0.002348405,0.029397538,0.08054718,
1985,5,1985,19855,13.69354839,197.2,86.4872,2.466666667,N/A,0.206666667,0.01,0.386666667,0.1998,0.038476853,0.039476601,0.077953454,0.065500749,13.34500027,132.0099945,0.344290369,N/A,0.014349268,0.000879997,0.03223995,0.036230256,
1985,6,1985,19856,13.83333333,120.5,30.2207,3.8,N/A,0.015,0.005,0.1,0.0999,0.016774106,0.01991569,0.036689796,0.026263513,13.71000004,100.5199966,0.12919886,N/A,0.000414385,0.000184708,0.003694157,0.000898484,
1985,7,1985,19857,18.30645161,94.1,13.3191,4.35,N/A,0.16,0.04,0.18,0.0999,0.017675291,0.018412905,0.036088195,0.040172682,18.57500076,91.80999756,0.226945514,N/A,0.007914649,0.001231615,0.011070418,0.005314859,
1985,8,1985,19858,15.53225806,105,5.0867,4.3,N/A,0.13,0.011666667,0.08,0.0222,0.029158449,0.025343511,0.05450196,0.050299003,15.80500031,101.1999969,0.480901174,N/A,0.01790021,0.002003755,0.010152358,0.001779334,
1985,9,1985,19859,11.06666667,94,15.7559,N/A,N/A,0.095,0.005,0.08,0.0666,0.016662246,0.014060091,0.030722337,0.035256314,11.54500008,94.70999908,N/A,N/A,0.005668607,0.000304997,0.00487995,0.004062558,
1985,10,1985,198510,5.403225806,49.8,24.5512,N/A,N/A,0.085,0.005,0.055,0.0333,0.007045875,0.009542565,0.01658844,0.013989701,5.90500021,49.41999817,N/A,N/A,0.009936622,0.00056148,0.007350679,0.006346629,
1985,11,1986,198611,-8.716666667,62.8,9.1646,N/A,N/A,0.14,0.0375,0.085,0,0.006311447,0.013771608,0.020083055,0.02436084,-7.920000076,47.40999985,N/A,N/A,0.013363311,0.003808617,0.006280169,0,
1985,12,1986,198612,-17.56451613,23.1,0.5611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-17.11000061,19.35000038,N/A,N/A,N/A,N/A,N/A,N/A,
1986,1,1986,19861,-12.11290323,27.1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.004630822,0.008723659,0.013354481,0.006953321,-11.92000008,18.27000046,N/A,N/A,N/A,N/A,N/A,N/A,
1986,2,1986,19862,-11.57142857,24.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.006239187,0.008914933,0.015154121,0.00819998,-11.97000027,18.62000084,N/A,N/A,N/A,N/A,N/A,N/A,
1986,3,1986,19863,-1.241935484,15.1,22.4085,9.2,N/A,0.475,0.0175,0.175,0.1998,0.003371888,0.003934768,0.007306656,0.004226774,-2.105000019,11.84000015,0.432175291,N/A,0.101161211,0.002666466,0.042572551,0.106119537,
1986,4,1986,19864,6.333333333,111.2,75.0127,1,N/A,0.065,0.005,0.033333333,0.3108,0.067854332,0.029765924,0.097620256,0.061112688,6.635000229,82.68000031,0.273534215,N/A,0.014694512,0.001195158,0.005172737,0.083687333,
1986,5,1986,19865,12.96774194,46.3,35.6182,1.65,N/A,0.005,0.005,0.505,0.08325,0.018360614,0.014995629,0.033356242,0.02593304,12.65499973,52.25,0.107768781,N/A,0.00034342,0.00034342,0.052291441,0.00633508,
1986,6,1986,19866,15.86666667,114.3,5.068,3.1,N/A,0.0125,0.005,0.0825,0.0999,0.039642073,0.035173947,0.07481602,0.043211038,16.64999962,136.3399963,0.162872928,N/A,0.000459945,0.000258682,0.002338398,0.005168465,
1986,7,1986,19867,19.35483871,141.4,21.4252,3.533333333,N/A,0.186666667,0.023333333,0.03,0.0999,0.014511515,0.024876692,0.039388207,0.033636476,19.74500084,115.1399994,0.214064746,N/A,0.013920197,0.001522553,0.001703835,0.003666774,
1986,8,1986,19868,15.70967742,65.2,3.011,4.2,N/A,0.125,0.04,0.04,0.08325,0.0046351,0.011788571,0.016423671,0.021885465,16.05999947,89.23000336,0.064314181,N/A,0.000556294,0.001130854,0.000499834,0.001631269,
1986,9,1986,19869,11.2,126.8,15.1442,3.1,N/A,0.055,0.025,0.075,0.08325,0.01726513,0.015469937,0.032735066,0.051041605,11.72500038,121.9499969,0.132446745,N/A,0.002051478,0.001371878,0.003948971,0.004013362,
1986,10,1986,198610,5.612903226,26,6.6497,2.35,N/A,0.035,0.0275,0.025,0.0999,0.008507881,0.007047535,0.015555416,0.012064493,6.364999771,17.89999962,0.151668496,N/A,0.0026129,0.002350106,0.001430591,0.006270698,
1986,11,1987,198711,-5.866666667,66.4,3.7865,2.3,N/A,0.03,0.005,0.07,0.2331,0.011407575,0.013371803,0.024779379,0.021760544,-5.449999809,40.33000183,0.129121838,N/A,0.001684198,0.0002807,0.003929795,0.013086218,
1986,12,1987,198712,-9,19.5,0.6636,2.8,N/A,0.02,0.005,0.02,0.0999,0.000955694,0.00471039,0.005666084,0.004102256,-8.545000076,11.78999996,0.43614329,N/A,0.003115309,0.000778827,0.003115309,0.01556097,
1987,1,1987,19871,-10.82258065,13.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.004378985,0.007602877,0.011981862,0.005517688,-10.58500004,15.65999985,N/A,N/A,N/A,N/A,N/A,N/A,
1987,2,1987,19872,-3.285714286,12.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003373969,0.003836429,0.007210398,0.004883838,-3.970000029,10.26000023,N/A,N/A,N/A,N/A,N/A,N/A,
1987,3,1987,19873,-0.548387097,33.2,13.1683,4.15,N/A,0.54,0.375,0.555,0.88245,0.013482762,0.018599324,0.032082086,0.031281512,-0.25,22.25,0.304892051,N/A,0.062763455,0.056284031,0.063117259,0.132830542,
1987,4,1987,19874,8.983333333,6.7,9.63,1.85,N/A,0.11,0.005,0.22,0.3996,0.009530461,0.004613124,0.014143586,0.010466813,9.119999886,8.670000076,0.134259605,N/A,0.006450675,0.000377985,0.013647352,0.02027185,
1987,5,1987,19875,13.01612903,144,36.2105,2.333333333,N/A,0.02,0.005,0.126666667,0.0888,0.042344906,0.029937535,0.072282441,0.044889191,13.16499996,114.1600037,0.277856975,N/A,0.002766767,0.000553624,0.014504136,0.013266478,
1987,6,1987,19876,17.88333333,22,9.1497,3.5,N/A,0.02,0.005,0.15,0.0999,0.002539212,0.004258191,0.006797404,0.006176332,18.43000031,28.37999916,0.162560521,N/A,0.000976207,0.000244052,0.006769839,0.004876153,
1987,7,1987,19877,20.64516129,302.2,96.9164,3.6,N/A,0.03,0.005,0.175,0.08325,0.07757278,0.060744592,0.138317371,0.100541545,20.48999977,180.9100037,0.397471429,N/A,0.003506837,0.000584473,0.017732499,0.011027341,
1987,8,1987,19878,17.11290323,64.4,6.4073,3.5,N/A,0.03,0.005,0.15,0.0666,0.021309816,0.016667443,0.037977259,0.021276962,17.46999931,77.79000092,0.330001717,N/A,0.00293946,0.000469699,0.014454763,0.006256386,
1987,9,1987,19879,13.36666667,96.9,19.4353,3.366666667,N/A,0.016666667,0.006666667,0.053333333,0.0333,0.016513581,0.014621971,0.031135551,0.03242835,13.50500011,73.12999725,0.144120235,N/A,0.000724352,0.000337196,0.002173056,0.001663518,
1987,10,1987,198710,3.741935484,30.8,5.9796,2.9,N/A,0.01,0.02,0.11,0,0.005491342,0.004799595,0.010290937,0.009577682,4.364999771,22.62000084,0.065909091,N/A,0.000227273,0.000454545,0.0025,0,
1987,11,1988,198811,-0.25,21.8,3.2331,2.6,N/A,0.0125,0.16,0.125,0.1332,0.010231438,0.012097338,0.022328776,0.018705023,-0.075000003,16.95999908,0.333299881,N/A,0.002025485,0.028972402,0.019126634,0.024589146,
1987,12,1988,198812,-7.161290323,19.8,1.3591,3.8,N/A,0.01,0.005,0.05,0.2997,0.001491661,0.00444583,0.005937491,0.004714402,-6.974999905,15.77999973,0.166636528,N/A,0.000438517,0.000219259,0.002192586,0.01314236,
1988,1,1988,19881,-16.67741935,42.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003547117,0.012137563,0.015684679,0.008185601,-16.45499992,20.60000038,N/A,N/A,N/A,N/A,N/A,N/A,
1988,2,1988,19882,-14.56896552,6.6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001155716,0.002270978,0.003426693,0.002120555,-14.97999954,3.279999971,N/A,N/A,N/A,N/A,N/A,N/A,
1988,3,1988,19883,-3.467741935,67.8,0.1719,2.3,N/A,0.74,0.88,0.92,3.0969,0.030389561,0.02551969,0.055909251,0.043620904,-4.074999809,40.77000046,0.389354276,N/A,0.125270506,0.148970332,0.15574171,0.524257068,
1988,4,1988,19884,4.583333333,11.2,55.7423,0.7,N/A,0.145,0.11,0.14,0.74925,0.000936437,0.005585049,0.006521486,0.009285271,4.730000019,6.46999979,0.071193869,N/A,0.014250955,0.012974456,0.015430006,0.079839101,
1988,5,1988,19885,15.03225806,43.6,10.6397,1.45,N/A,0.0175,0.005,0.055,0.1665,0.013713913,0.009521217,0.02323513,0.012843516,15.06000042,38.75,0.093972574,N/A,0.001003553,0.000319323,0.003466921,0.010329551,
1988,6,1988,19886,19.58333333,54.3,0.2542,3.5,N/A,0.005,0.005,0.09,0.0999,0.000456571,0.009338098,0.00979467,0.028083991,19.66500092,75.43000031,0.80133753,N/A,0.001144768,0.001144768,0.020605822,0.022872463,
1988,7,1988,19887,22.12903226,19.6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.016587517,0.023378671,0.039966188,0.02539498,21.21500015,63.97000122,N/A,N/A,N/A,N/A,N/A,N/A,
1988,8,1988,19888,18.58064516,327.1,69.6246,3.575,N/A,0.1075,0.005,0.165,0.208125,0.03493299,0.052340448,0.087273437,0.077972789,18.91500092,206.1900024,0.61434967,N/A,0.012653315,0.000867265,0.021325982,0.030718536,
1988,9,1988,19889,12.76666667,206.6,91.2053,2.1,N/A,0.005,0.005,0.03,0.1332,0.030367928,0.028244002,0.05861193,0.049228843,12.82499981,108.3700027,0.370824174,N/A,0.000882915,0.000882915,0.005297488,0.023520848,
1988,10,1988,198810,3.483870968,25.5,8.1355,2.4,N/A,0.005,0.04,0.015,0,0.008865909,0.006083284,0.014949194,0.007023471,3.910000086,22.28000069,0.197622764,N/A,0.000411714,0.002601684,0.001408149,0,
1988,11,1989,198911,-2.883333333,73.5,2.6163,1.9,N/A,0.005,0.0125,0.02,0.11655,0.00700351,0.012955226,0.019958735,0.011060171,-2.664999962,52.72999954,0.130926974,N/A,0.000345334,0.000840834,0.001381337,0.008099694,
1988,12,1989,198912,-12.61290323,42,0,1.75,N/A,0.05,0.02,0.045,0.04995,0.008151119,0.02140732,0.029558439,0.011493851,-11.54500008,29.60000038,0.152851151,N/A,0.003999706,0.001857111,0.003856964,0.007850283,
1989,1,1989,19891,-11.67741935,46.7,0.2757,1.7,N/A,0.08,0.005,0.045,0,0.001200783,0.014148614,0.015349397,0.007547345,-12.17000008,38.95000076,0.107290533,N/A,0.005048966,0.00031556,0.002840044,0,
1989,2,1989,19892,-17.5,14,0.0262,2.2,N/A,0.28,0.005,0.12,0.1332,0.000909276,0.003846461,0.004755737,0.002646869,-17.14500046,7.679999828,N/A,N/A,N/A,N/A,N/A,N/A,
1989,3,1989,19893,-6.741935484,27.6,3.7666,1.9,N/A,0.005,0.71,0.16,0.4329,0.020427026,0.014328425,0.034755451,0.015589651,-7,21.79999924,0.151784102,N/A,0.000399432,0.056719322,0.012781819,0.034582809,
1989,4,1989,19894,2.85,43.9,97.1077,1.1,N/A,0.105,0.005,0.0175,0.4329,0.008272367,0.007012746,0.015285112,0.013434923,3.00999999,34.59000015,0.094751704,N/A,0.009882059,0.000456864,0.00087923,0.035720214,
1989,5,1989,19895,11.4516129,72.1,8.3879,1.566666667,N/A,0.04,0.0125,0.03875,0.1332,0.021332008,0.012203549,0.033535558,0.032620498,11.85000038,77.30000305,0.167708246,N/A,0.004166716,0.00219912,0.006545381,0.020657521,
1989,6,1989,19896,15.81666667,220.5,52.7525,2.45,N/A,0.025,0.0125,0.05,0.04995,0.115069775,0.063976253,0.179046028,0.118975248,16.20999908,129.1199951,0.167519833,N/A,0.00174642,0.000926582,0.003706327,0.003915894,
1989,7,1989,19897,20.98387097,56.2,18.908,3.4,N/A,0.02,0.02,0.02,0.0999,0.039454933,0.017886092,0.057341025,0.032232056,20.84000015,49.06999969,0.036664904,N/A,0.000215676,0.000215676,0.000215676,0.001077301,
1989,8,1989,19898,18.29032258,131.3,1.1455,3.55,N/A,0.15,0.0225,0.115,0.11655,0.03070048,0.021844107,0.052544587,0.035666513,18.47999954,107.0100021,0.516202532,N/A,0.02848014,0.007120035,0.024920122,0.023709716,
1989,9,1989,19899,12.53333333,80.8,20.4643,3.4,N/A,0.07,0.015,0.03,0,0.034124051,0.022700513,0.056824564,0.039060094,12.88500023,87.22000122,0.13857205,N/A,0.003116843,0.000531316,0.000825486,0,
1989,10,1989,198910,6.241935484,40.6,4.9121,2.85,N/A,0.04,0.02,0.0075,0,0.00331946,0.00354106,0.006860521,0.003324668,6.800000191,39.04999924,0.209299485,N/A,0.002846033,0.001423017,0.000642291,0,
1989,11,1990,199011,-5.916666667,24.4,0,3.35,N/A,0.02,0.01,0.0125,0,0.010955104,0.008989572,0.019944676,0.008063427,-5.46999979,15.64999962,0.224053052,N/A,0.001409624,0.000704812,0.001242786,0,
1989,12,1990,199012,-17.53225806,19.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001996358,0.00472944,0.006725799,0.003526797,-16.70999908,13.17000008,N/A,N/A,N/A,N/A,N/A,N/A,
1990,1,1990,19901,-8.725806452,38.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003291546,0.006516974,0.00980852,0.004959287,-8.430000305,20.27000046,N/A,N/A,N/A,N/A,N/A,N/A,
1990,2,1990,19902,-11.51785714,21.3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003833802,0.007101273,0.010935075,0.003684395,-10.73999977,14.55000019,N/A,N/A,N/A,N/A,N/A,N/A,
1990,3,1990,19903,-2.35483871,52.4,26.0461,1.55,N/A,0.05,0.035,0.085,0.74925,0.013402924,0.009803422,0.023206346,0.015600156,-2.309999943,38.06000137,0.326242317,N/A,0.011092217,0.007346321,0.018438538,0.159675354,
1990,4,1990,19904,4.083333333,53.2,31.0071,1.4,N/A,0.01,0.05,0.005,0.4662,0.028873993,0.013067329,0.041941321,0.016293024,4.429999828,50.00999832,0.010082207,N/A,7.20E-05,0.000360079,3.60E-05,0.003357375,
1990,5,1990,19905,10.64516129,24.2,21.4059,2.166666667,N/A,0.02,0.005,0.01,0.0999,0.008918889,0.010724486,0.019643375,0.014366363,10.03499985,25.03000069,0.300720362,N/A,0.003038508,0.000759627,0.00097048,0.034659012,
1990,6,1990,19906,17.25,129.6,20.833,2.9,N/A,0.025,0.015,0.005,0,0.020138276,0.024561238,0.044699514,0.033554938,17.40500069,130.4700012,0.41500984,N/A,0.003369126,0.001966495,0.000701315,0,
1990,7,1990,19907,18.61290323,44.1,1.4621,3.6,N/A,0.01,0.01,0.005,0.0666,0.019632181,0.013126453,0.032758633,0.022952058,18.86000061,60.91999817,0.502045004,N/A,0.001394569,0.001394569,0.000697285,0.009287833,
1990,8,1990,19908,18.93548387,25.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.01220729,0.011220113,0.023427402,0.013144619,18.77499962,47.11000061,N/A,N/A,N/A,N/A,N/A,N/A,
1990,9,1990,19909,12.9,46,0,N/A,N/A,N/A,N/A,N/A,N/A,0.018384778,0.012421091,0.030805869,0.018123108,13.51500034,54.91999817,N/A,N/A,N/A,N/A,N/A,N/A,
1990,10,1990,199010,4.5,110.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.019033264,0.010983319,0.030016584,0.020255974,5.199999809,94.26000214,N/A,N/A,N/A,N/A,N/A,N/A,
1990,11,1991,199111,-1.55,13.8,1.864,N/A,N/A,N/A,N/A,N/A,N/A,0.011454785,0.00799091,0.019445695,0.010542612,-1.174999952,10.81000042,N/A,N/A,N/A,N/A,N/A,N/A,
1990,12,1991,199112,-13.40322581,29.3,0.4123,N/A,N/A,N/A,N/A,N/A,N/A,0.002294364,0.008906127,0.011200492,0.002732713,-12.43999958,24.34000015,N/A,N/A,N/A,N/A,N/A,N/A,
1991,1,1991,19911,-15.91935484,24.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001457488,0.007656681,0.009114169,0.003874563,-16.10499954,16.78000069,N/A,N/A,N/A,N/A,N/A,N/A,
1991,2,1991,19912,-7.553571429,27.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002559409,0.0067193,0.009278708,0.004028237,-7.855000019,17.71999931,N/A,N/A,N/A,N/A,N/A,N/A,
1991,3,1991,19913,-1.741935484,41.1,2.0658,N/A,N/A,N/A,N/A,N/A,N/A,0.011511608,0.010063534,0.021575142,0.017425791,-2.825000048,26.34000015,N/A,N/A,N/A,N/A,N/A,N/A,
1991,4,1991,19914,7.05,70.3,32.3271,2.55,N/A,0.1275,0.0175,0.02875,0.974025,0.010768562,0.013919207,0.024687769,0.030243295,6.864999771,60.50999832,0.319458597,N/A,0.014450322,0.002666679,0.002956436,0.124410195,
1991,5,1991,19915,15.17741935,76.5,39.841,2.7,N/A,0.025,0.02,0.0225,0.48285,0.012159342,0.013072832,0.025232174,0.021407166,14.31499958,89.63999939,0.305112823,N/A,0.002780176,0.00270952,0.000924676,0.10784282,
1991,6,1991,19916,18.46666667,104.9,2.4315,4.2,N/A,0.0175,0.02,0.0275,0.0999,0.045139907,0.037765881,0.082905788,0.054187181,18.72500038,94.34999847,0.314127082,N/A,0.001876208,0.001516759,0.003073823,0.007576212,
1991,7,1991,19917,19.17741935,74.8,3.8918,4.85,N/A,0.035,0.04,0.025,0.14985,0.009478981,0.010356912,0.019835892,0.013110555,18.94499969,113.5999985,0.343311578,N/A,0.001647053,0.001821779,0.002145537,0.009471992,
1991,8,1991,19918,19.93548387,65.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.033013278,0.019079826,0.052093104,0.031863693,19.92499924,55.68000031,N/A,N/A,N/A,N/A,N/A,N/A,
1991,9,1991,19919,11.43333333,85.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.023679002,0.015358868,0.039037871,0.032947278,11.85999966,102.5999985,N/A,N/A,N/A,N/A,N/A,N/A,
1991,10,1991,199110,3.483870968,45.1,0,4,N/A,0.01,0.02,0.04,1.1988,0.005943115,0.007288056,0.013231171,0.014442206,4.494999886,39.43999863,0,N/A,0,0,0,0,
1991,11,1992,199211,-6.5,71.4,2.525,4.2,N/A,0.04,0.04,0.14,0.333,0.001240011,0.011394042,0.012634052,0.005766223,-6.34499979,56.00999832,0.153218884,N/A,0.001459227,0.001459227,0.005107296,0.012148069,
1991,12,1992,199212,-10.74193548,29.6,0.556,7.4,N/A,0.1,0.005,0.04,0.1332,0.001535757,0.005116449,0.006652206,0.002805679,-9.994999886,20.04000092,0.174096532,N/A,0.002352656,0.000117633,0.000941062,0.003133738,
1992,1,1992,19921,-9.903225806,15.4,0.1474,N/A,N/A,N/A,N/A,N/A,N/A,0.003995015,0.005969311,0.009964326,0.004445685,-9.765000343,12.51000023,N/A,N/A,N/A,N/A,N/A,N/A,
1992,2,1992,19922,-6.913793103,27.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.009929527,0.015552401,0.025481927,0.009139819,-6.730000019,19.51000023,N/A,N/A,N/A,N/A,N/A,N/A,
1992,3,1992,19923,-2.838709677,26.7,5.387,4.2,49.2,0.325,N/A,0.14,N/A,0.009246277,0.01214827,0.021394547,0.027638483,-2.75,17.53000069,0.14924819,1.746278077,0.010815853,N/A,0.004614813,N/A,
1992,4,1992,19924,2.916666667,42.2,36.6666,3,46.85,0.12,N/A,0.075,N/A,0.013021726,0.010984729,0.024006455,0.015778955,2.694999933,28.80999947,0.291794712,4.522807951,0.012160495,N/A,0.007905751,N/A,
1992,5,1992,19925,12.87096774,85.4,20.5227,3.366666667,57.26666667,0.033333333,N/A,0.035666667,N/A,0.035231547,0.01901095,0.054242497,0.024681748,13.18000031,34.24000168,0.314179421,5.344221277,0.002639419,N/A,0.004525428,N/A,
1992,6,1992,19926,14.25,199.6,50.0158,3.733333333,51.7,0.126666667,N/A,0.086666667,N/A,0.02475005,0.027267363,0.052017414,0.047079092,14.91499996,93.05999756,0.615103427,8.179065615,0.032070206,N/A,0.021086457,N/A,
1992,7,1992,19927,15.06451613,114.3,40.4623,4.45,54.5,0.065,N/A,0.105,N/A,0.021510599,0.017988126,0.039498725,0.031373849,15.44499969,100.8499985,0.045676346,0.57412332,0.000786881,N/A,0.001122724,N/A,
1992,8,1992,19928,15.41935484,143.1,14.4162,4.2,55.3,0.02,N/A,0.11,N/A,0.054711537,0.027066669,0.081778206,0.05509049,16.06999969,133.1600037,0.296774462,4.18515004,0.001494985,N/A,0.008222416,N/A,
1992,9,1992,19929,11.31666667,93.9,29.1624,3.5,53,0.025,N/A,0.05375,N/A,0.025652788,0.017673884,0.043326672,0.02789529,11.94499969,69.47000122,0.26745261,4.07903499,0.001787679,N/A,0.005189088,N/A,
1992,10,1992,199210,4.451612903,5.8,4.9608,3.45,51.05,0.04,N/A,0.045,N/A,0.001309459,0.003247736,0.004557196,0.004131267,5.510000229,10.64000034,0.262034349,3.854966941,0.00297452,N/A,0.003424649,N/A,
1992,11,1993,199311,-4.233333333,36.7,2.1454,3.233333333,42.2,0.033333333,N/A,0.046,N/A,0.010241424,0.011048551,0.021289975,0.010259607,-3.5,24.67000008,0.310015842,4.057885149,0.003192475,N/A,0.004315723,N/A,
1992,12,1993,199312,-12.32258065,48,1.2935,3.4,43,0.1,N/A,0.07,N/A,0.006436631,0.013715784,0.020152416,0.010815072,-11.39500046,37.86000061,0.118633094,1.500359712,0.003489209,N/A,0.002442446,N/A,
1993,1,1993,19931,-14.25806452,25.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001853757,0.011209685,0.013063442,0.008480898,-13.93000031,20.25,N/A,N/A,N/A,N/A,N/A,N/A,
